	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	W10500-1	W10500-2	W10400-1	W10400-2	W10400-4	W10500-3	W10500-4	W10400-5	W10400-6	W9600-1	W9600-2	W4000-1	W4000-2	W4000-3	W4000-4	W9600-3	W4000-5	W9600-6	3KL	3KS	5KL	5KS	7KL	7KS	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757139	SRR5757140	SRR5757145	SRR5757146	SRR5757147	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757157	SRR5757158	SRR5757159	SRR5757160	SRR5757161	SRR11095128	SRR11095139	SRR11095150	SRR11095161	SRR11095162
SYB	0.823758752	0.750594681	0.908765673	0.77147852	0.784292732	0.777255247	0.826006019	0.809020161	0.811542326	0.808867997	0.803554428	0.879468612	0.83431098	0.81746632	0.850562885	0.818732507	0.839414818	0.803243805	0.786274371	0.814088641	0.820139755	0.775428498	0.798453265	0.781987503	0.784521325	0.803337965	0.773854081	0.789697866	0.787546846	0.79949019	0.775204586	0.839184356	0.842326636	0.867423207	0.841085943	0.848263241	0.840280529	0.85908271	0.81797821	0.864452166	0.911445874	0.862527999	0.933914577	0.8975392	0.751275365	0.447642671	0	0.416391739	0.79113583	0.899416981	0.85943732	0.857911761	0.852885926	0.843034917	0.81064904	0.883197819	0.816359225	0.882881689	0.872405381	0.882763481	0.844477111	0.821695901	0.78443738	0.871282352	0.85635631	0.834254932	0.834189836	0.810744938	0.850266804	0.868809812	0.872792899	0.860589947	0.867033783	0.858531214	0.866575367	0.895302557	0.865420975	0.887310924	0.851118686	0.853912481	0.85047511	0.85736741	0.856175696	0.867787345	0.869763119	0.788134115	0.805626298	0.815587123	0.854358005	0.838444786	0.814701052	0.853225847	0.80676707	0.836696136	0.849906996	0.870698605	0.826372587	0.886411768	0.927274431	0.914784253	0.889822646	0.886966387	0.918641196	0.917302589	0.902353092	0.914376697	0.92145845	0.880328966	0.879473514	0.91327532	0.927948476	0.856037603	0.906275821	0.942941755	0.962946955	0.906667357	0.91659014	0.929039561
SYC	0.827953836	0.725905844	0.886402566	0.762077066	0.760388823	0.805444566	0.824883106	0.800159141	0.821275306	0.825478441	0.827570581	0.852940417	0.819491506	0.814785663	0.849462237	0.846183618	0.84809903	0.806510579	0.806335366	0.778691857	0.783239839	0.78386332	0.827781597	0.803176065	0.792043192	0.804823646	0.808272393	0.82311319	0.817462113	0.832989742	0.810134771	0.814009038	0.817991241	0.810482958	0.815937456	0.78727437	0.771164363	0.789044709	0.777378457	0.795321535	0.854936133	0.839740771	0.917321007	0.877669622	0.747348277	0.359277447	0.416391739	0	0.793799735	0.912569646	0.873979993	0.884005922	0.870205329	0.86752762	0.819884753	0.900124721	0.830174575	0.899496899	0.895497496	0.902494031	0.865698308	0.853841304	0.821739664	0.895969791	0.882811633	0.870561763	0.863498499	0.848241208	0.884970479	0.893542012	0.905427516	0.891261276	0.897600692	0.881729609	0.890958297	0.921364213	0.895242536	0.920989291	0.881378581	0.894939876	0.889716083	0.898714956	0.89868802	0.905016227	0.902751175	0.812687713	0.81905223	0.838053289	0.870138593	0.854760745	0.804412779	0.866473029	0.829124359	0.855915567	0.860847593	0.878613204	0.834837402	0.909864338	0.944768798	0.936303085	0.909519806	0.913377061	0.936114764	0.936201066	0.919210431	0.931347047	0.943738067	0.905970371	0.905692901	0.931668239	0.948556523	0.890821307	0.928420355	0.949857567	0.967336966	0.917664311	0.93185999	0.941392212
AD10	0.532768535	0.703333222	0.912140674	0.648028748	0.690875048	0.754118079	0.838166265	0.667069993	0.813160905	0.720187399	0.738508238	0.800960487	0.773593508	0.788630013	0.731854361	0.693342184	0.714705963	0.71844955	0.707787597	0.7431268	0.835961846	0.807109683	0.782736559	0.745269194	0.723517437	0.763787743	0.752092997	0.787218427	0.764062443	0.793345086	0.75366163	0.825426973	0.792750951	0.839395223	0.798584952	0.818853902	0.823854437	0.83382385	0.839355027	0.830901834	0.887659301	0.864189393	0.933272593	0.864954058	0.789123565	0.818744252	0.79113583	0.793799735	0	0.807508572	0.791134478	0.807079653	0.778174828	0.784728578	0.74839588	0.771443944	0.752445793	0.780455198	0.797605798	0.858351555	0.770018946	0.842432434	0.792262599	0.857060242	0.836408188	0.842824706	0.838989767	0.840478969	0.855577095	0.847761827	0.850701403	0.819868455	0.843213489	0.878608449	0.868416679	0.85144044	0.813424842	0.821428703	0.814943771	0.882420213	0.867478292	0.85761964	0.886538918	0.868210769	0.861427999	0.743327545	0.752024957	0.766865707	0.809016743	0.783794225	0.761020477	0.820246678	0.791889404	0.805504856	0.795515792	0.815522177	0.75909805	0.858062572	0.893281526	0.864542614	0.839123464	0.840409071	0.867039705	0.867102989	0.863799388	0.882813533	0.871100995	0.803144525	0.819865876	0.883709763	0.877907167	0.785701119	0.842461989	0.90987344	0.93380469	0.874370786	0.891265404	0.892656848
KA10	0.816578425	0.883244061	0.961639928	0.852291071	0.884153095	0.897201654	0.936750756	0.847901502	0.916098712	0.865595982	0.865963463	0.905332764	0.889651622	0.890083964	0.848645125	0.807028185	0.83147263	0.844569489	0.855896119	0.916085753	0.935464988	0.926923713	0.859343846	0.870030426	0.869317405	0.860779327	0.862212953	0.860189606	0.857929405	0.884323634	0.877967052	0.915449347	0.905132593	0.928811912	0.905925489	0.921868361	0.92987301	0.931875874	0.92865685	0.930126103	0.953743913	0.936031788	0.970658532	0.939281539	0.844049239	0.919850449	0.899416981	0.912569646	0.807508572	0	0.668212336	0.64916737	0.657900258	0.704060956	0.727481302	0.647997201	0.722648995	0.588102284	0.641066153	0.837213165	0.630742502	0.878545617	0.8883689	0.868616497	0.863393154	0.862060579	0.862506147	0.859104346	0.871012569	0.862988113	0.849843925	0.842486	0.841358929	0.86662345	0.857524945	0.838080967	0.822088918	0.814493374	0.842429082	0.903096538	0.883710501	0.887241817	0.905786447	0.896023908	0.888495023	0.801685933	0.809209514	0.811237226	0.818420686	0.805472994	0.846134585	0.823459102	0.834101095	0.811550726	0.829523524	0.810615299	0.845402816	0.860286176	0.860249972	0.854418304	0.818577054	0.860906615	0.845199078	0.855602385	0.839995336	0.865696147	0.861101948	0.857832361	0.829639628	0.864732505	0.868033589	0.839416785	0.847429062	0.883500336	0.905937559	0.886722628	0.888338067	0.889006398
KA11	0.78952289	0.829154765	0.94284523	0.799617856	0.832793373	0.849957797	0.901605637	0.800984656	0.871922632	0.821450137	0.79956555	0.870427803	0.835501678	0.838678173	0.796624955	0.785974824	0.795562584	0.798787196	0.821476289	0.87664748	0.910662028	0.89824567	0.887239696	0.885457087	0.8730879	0.880387169	0.861337494	0.888195347	0.856452229	0.889488062	0.882380057	0.883084689	0.857848974	0.896292085	0.871789532	0.884596905	0.893925697	0.900263687	0.891294397	0.897052902	0.932881187	0.901411883	0.962061935	0.909113414	0.847113497	0.869216274	0.85943732	0.873979993	0.791134478	0.668212336	0	0.563836545	0.533861145	0.582456207	0.653902541	0.604603747	0.697936201	0.516618192	0.624399358	0.79965277	0.534071569	0.890713205	0.88675889	0.898711101	0.886261091	0.886974051	0.885658568	0.887599051	0.891137181	0.889960377	0.896543781	0.871965187	0.88724013	0.890094248	0.899368415	0.893556493	0.859386021	0.853661651	0.867501518	0.908825573	0.894616064	0.894930385	0.907773827	0.908083896	0.898329445	0.790398631	0.81345504	0.803612385	0.855644215	0.801581697	0.809778157	0.84193139	0.811056033	0.837650335	0.837847691	0.831715321	0.80577826	0.877022161	0.878283448	0.871792019	0.816650486	0.864057055	0.85620325	0.872702029	0.85371014	0.900264372	0.887412697	0.841410243	0.846308272	0.897624541	0.893247857	0.815669895	0.863169772	0.927196535	0.933081296	0.922979616	0.934447614	0.931971845
KA12	0.804617798	0.85028089	0.946407209	0.833781371	0.857101754	0.867163952	0.91437469	0.822238343	0.887928613	0.837186042	0.818204856	0.896971199	0.869856699	0.870213091	0.832267739	0.779724926	0.805574557	0.809037459	0.830942356	0.890565037	0.92159421	0.909046073	0.86168614	0.868253029	0.866333705	0.853157886	0.839857998	0.860716666	0.832822924	0.865974234	0.8567137	0.899450341	0.882532634	0.910405143	0.891098756	0.901226172	0.908958661	0.913870198	0.907062967	0.911410014	0.939771126	0.917329755	0.963073642	0.920422041	0.825624332	0.892137454	0.857911761	0.884005922	0.807079653	0.64916737	0.563836545	0	0.579005716	0.631914516	0.695196363	0.599971303	0.701078303	0.570306416	0.610386829	0.794690646	0.567312705	0.89001957	0.894407383	0.90006388	0.88837556	0.896729704	0.8822595	0.887974797	0.900787605	0.887192529	0.891400979	0.86380637	0.877886396	0.883521919	0.887062538	0.879176031	0.851144025	0.842481807	0.859568617	0.896929302	0.875172593	0.888156949	0.902562269	0.895564045	0.892573778	0.787729974	0.79152435	0.804630414	0.821907554	0.815843626	0.82927791	0.815206164	0.824032877	0.806999169	0.826898659	0.821237439	0.823553227	0.860327852	0.864273437	0.86442817	0.832367301	0.858726544	0.853174321	0.85721482	0.855257358	0.881134158	0.876175911	0.854561575	0.831659422	0.885728101	0.880386262	0.816641671	0.851556541	0.923381724	0.929934538	0.918540516	0.927351363	0.92477733
KA13	0.786954938	0.8312274	0.934396749	0.801433442	0.839546437	0.843152589	0.898929996	0.79568118	0.861209973	0.8171423	0.781231421	0.876620803	0.840914142	0.846951962	0.800760702	0.762905265	0.791314159	0.785657556	0.812432583	0.872064549	0.901807179	0.890451057	0.877433279	0.868510158	0.866441526	0.872263731	0.853044991	0.877497795	0.841839539	0.865211636	0.864976231	0.886614138	0.862538973	0.892000003	0.880904444	0.891191113	0.887946031	0.891541761	0.884622981	0.888354746	0.926549055	0.888794832	0.954425014	0.904018625	0.833665909	0.880773586	0.852885926	0.870205329	0.778174828	0.657900258	0.533861145	0.579005716	0	0.58420802	0.644791118	0.6152755	0.679400403	0.577485123	0.618088607	0.788055151	0.535300727	0.88501184	0.882717836	0.88117501	0.862969164	0.874352937	0.87488748	0.875340147	0.881233456	0.867944997	0.872537277	0.855030616	0.873157372	0.875312656	0.885011801	0.874117745	0.842082334	0.826928905	0.842757956	0.900834858	0.878855782	0.882729675	0.895170849	0.888464473	0.88396818	0.7844448	0.809026857	0.79655907	0.846220324	0.799504714	0.794078048	0.836213662	0.802547274	0.820213517	0.82839971	0.821824088	0.790280022	0.853006589	0.867640768	0.861468798	0.823986736	0.839088676	0.852130438	0.851535348	0.853203565	0.886615421	0.872858832	0.813663709	0.821984078	0.886679615	0.876100029	0.798908134	0.850006439	0.920937221	0.934667961	0.913835372	0.923891813	0.924072194
KA14	0.802918072	0.811546219	0.919014256	0.7788723	0.803155736	0.812507805	0.880982534	0.783155163	0.822718927	0.792751924	0.758692255	0.856677529	0.806857012	0.810578972	0.768160448	0.730553025	0.778902293	0.770819818	0.786880861	0.854038891	0.893987715	0.872582413	0.858342745	0.865221284	0.846041981	0.849054685	0.845313196	0.861055655	0.844862405	0.876055965	0.871470446	0.855927802	0.833055668	0.85896842	0.851874971	0.858598114	0.87697909	0.864947406	0.872143698	0.860215017	0.90631337	0.867402074	0.944722657	0.884653274	0.814599324	0.86458396	0.843034917	0.86752762	0.784728578	0.704060956	0.582456207	0.631914516	0.58420802	0	0.540844519	0.653748876	0.561623503	0.629565773	0.610143709	0.670645846	0.605000212	0.858766382	0.864169653	0.853742756	0.844760814	0.848310098	0.840413731	0.850660166	0.84243694	0.847181129	0.866195882	0.840346636	0.851533384	0.853774275	0.841934716	0.85874005	0.829345008	0.815757721	0.828805286	0.893163245	0.874358535	0.873357368	0.883455162	0.896609873	0.885580949	0.713477542	0.744039417	0.752868197	0.826169615	0.762181142	0.788209079	0.802085306	0.76966278	0.818544534	0.783405964	0.794434563	0.731699805	0.85956517	0.883184756	0.868438467	0.835964311	0.849285811	0.873518369	0.868934809	0.870110575	0.893069013	0.882594957	0.814666711	0.84264532	0.896803434	0.889579288	0.818409159	0.863749855	0.923450828	0.938893189	0.912964871	0.927540392	0.921861078
KA2	0.799704117	0.754483538	0.883539042	0.760475451	0.76416821	0.763405135	0.813822279	0.743879719	0.784662609	0.757061104	0.711465642	0.824763021	0.772893614	0.796278046	0.753349491	0.702797729	0.761905456	0.758630044	0.771631267	0.800806536	0.842914553	0.814026312	0.833736677	0.810613155	0.798071691	0.823375808	0.829390932	0.832750739	0.835348396	0.867410581	0.851315368	0.81845138	0.79816159	0.818578194	0.816347011	0.820240197	0.809925775	0.820852091	0.792979812	0.822576988	0.866970482	0.831353376	0.915511077	0.82191829	0.808355385	0.810911188	0.81064904	0.819884753	0.74839588	0.727481302	0.653902541	0.695196363	0.644791118	0.540844519	0	0.707538556	0.447278256	0.67666552	0.673576222	0.748270734	0.653241601	0.81504759	0.788957454	0.827408968	0.810395176	0.800793758	0.799406929	0.804281551	0.803453821	0.822997557	0.840404131	0.815629961	0.820515755	0.864454756	0.849387885	0.84560359	0.812837594	0.830419102	0.803277842	0.87717612	0.871478933	0.861968399	0.87471573	0.884633113	0.875167177	0.736639243	0.755735783	0.764555118	0.841805831	0.756722665	0.792738114	0.80630528	0.768635602	0.821103221	0.767122645	0.814402192	0.702476034	0.871721283	0.891352823	0.877712165	0.849989627	0.84638193	0.880069087	0.883937715	0.871138982	0.903592757	0.895844121	0.848072486	0.840768774	0.901198755	0.902327695	0.809386279	0.870110713	0.906119863	0.936786838	0.882439871	0.908325827	0.906862503
KA3	0.802228547	0.863206515	0.951407402	0.817036757	0.867035604	0.872796845	0.921347108	0.826745215	0.894555755	0.846388084	0.829159521	0.879957821	0.849909463	0.860025819	0.816231002	0.79273459	0.821656616	0.822795813	0.831687644	0.897612419	0.921786739	0.914635771	0.852429935	0.860945944	0.846556683	0.849558164	0.856617377	0.86818077	0.85330449	0.878622134	0.87187104	0.904691078	0.875844847	0.913593065	0.896481078	0.905521678	0.914916681	0.91598382	0.914013357	0.912912531	0.942597089	0.913482308	0.965156983	0.925254674	0.848450011	0.900666276	0.883197819	0.900124721	0.771443944	0.647997201	0.604603747	0.599971303	0.6152755	0.653748876	0.707538556	0	0.705086543	0.564066267	0.642223296	0.822526763	0.603929173	0.883626275	0.873695356	0.889054298	0.870764693	0.884229836	0.872439402	0.875944796	0.885680543	0.877011705	0.875814606	0.85026182	0.859340254	0.881842968	0.874626764	0.846399627	0.838848531	0.818225776	0.855857452	0.907211467	0.877727783	0.886254446	0.896729818	0.903668849	0.900654955	0.793736092	0.813517747	0.812967499	0.83337904	0.806398247	0.835892522	0.836979781	0.82292157	0.818514277	0.823309079	0.807983686	0.818327764	0.850296098	0.860646535	0.849269089	0.822470387	0.847107015	0.843355491	0.844730739	0.851103739	0.889787275	0.863897161	0.846926522	0.831677321	0.886041526	0.863710045	0.826200024	0.830139218	0.904041165	0.912824956	0.89386604	0.901936985	0.896357162
KA4	0.82060564	0.783955557	0.901314436	0.781770736	0.786127143	0.783622985	0.83827964	0.769567328	0.809223049	0.760835953	0.74479829	0.856501564	0.814089438	0.824959855	0.792408479	0.716317273	0.764102432	0.759952756	0.761577757	0.815694663	0.850047285	0.821528876	0.825307903	0.794919678	0.787076452	0.803380328	0.808355857	0.810547349	0.830545669	0.849276298	0.837047477	0.850115793	0.834853953	0.849485272	0.843664238	0.850200602	0.836533271	0.853462178	0.82940549	0.848032916	0.892991292	0.86328991	0.92103654	0.86206184	0.796026684	0.828355372	0.816359225	0.830174575	0.752445793	0.722648995	0.697936201	0.701078303	0.679400403	0.561623503	0.447278256	0.705086543	0	0.677967023	0.654878838	0.707943886	0.675969673	0.821770154	0.793305477	0.832472967	0.814597785	0.808552365	0.805009714	0.819367722	0.816598868	0.830589151	0.838276848	0.81665507	0.822840654	0.839103618	0.824517887	0.839629025	0.806859208	0.821660405	0.806523372	0.880548613	0.865889384	0.86180873	0.870603868	0.889080708	0.873115269	0.720033633	0.741370574	0.778477004	0.826043161	0.779697768	0.814499029	0.796900309	0.767885284	0.796470734	0.782763566	0.78792802	0.73917963	0.85497434	0.888224624	0.877084629	0.846819777	0.852015265	0.878022506	0.873233206	0.879297909	0.903255046	0.89298585	0.833869153	0.836306281	0.900527103	0.897236891	0.817958547	0.869923133	0.919457875	0.940454579	0.89694826	0.911850495	0.910918113
KA5	0.812847114	0.862073193	0.952739966	0.825589959	0.862265479	0.878638187	0.922682	0.835775238	0.897897419	0.850707474	0.830481056	0.888568531	0.861608153	0.871367389	0.825692826	0.783826526	0.824053606	0.830623858	0.837081802	0.90074421	0.928241845	0.917465916	0.864029466	0.872003795	0.862670445	0.863567163	0.865162926	0.868617901	0.858147397	0.881857316	0.876142359	0.908485661	0.884451584	0.917872159	0.894734361	0.909479566	0.919004069	0.917908403	0.918179168	0.916630702	0.944649181	0.921626936	0.966576034	0.926933343	0.843091492	0.901151185	0.882881689	0.899496899	0.780455198	0.588102284	0.516618192	0.570306416	0.577485123	0.629565773	0.67666552	0.564066267	0.677967023	0	0.558269793	0.82676041	0.554179695	0.883717429	0.885231297	0.880844343	0.869382301	0.876335782	0.876682852	0.873862313	0.878980503	0.872891623	0.87775813	0.861158504	0.860224589	0.885106169	0.878513305	0.864396213	0.840968897	0.829430269	0.853462086	0.920067068	0.902897956	0.902351073	0.912281786	0.909448794	0.90139018	0.788375847	0.801553449	0.814036098	0.843880966	0.795465443	0.834226788	0.843061043	0.839326423	0.829330198	0.832772963	0.816359084	0.824662958	0.869125984	0.868622372	0.863947995	0.826909235	0.862808329	0.861142602	0.866828197	0.857873484	0.890295191	0.87764317	0.849708863	0.845222137	0.895653034	0.881226086	0.837428736	0.856299424	0.890451026	0.917239512	0.897127327	0.90635678	0.896070171
KA6	0.823704767	0.865081381	0.952615498	0.846448456	0.872855203	0.879018762	0.921594448	0.840467579	0.896722009	0.853611533	0.834095574	0.905733891	0.88045629	0.880460802	0.841595845	0.76662278	0.806137905	0.810365879	0.834684668	0.893260788	0.920110295	0.910928458	0.837555808	0.849642508	0.844606646	0.829226486	0.837243412	0.831160421	0.846027682	0.874622828	0.864800972	0.914021906	0.889607363	0.915439674	0.904294147	0.914592663	0.916032769	0.919569482	0.914364713	0.918282537	0.944788559	0.91852759	0.966023645	0.926503031	0.823728384	0.898554357	0.872405381	0.895497496	0.797605798	0.641066153	0.624399358	0.610386829	0.618088607	0.610143709	0.673576222	0.642223296	0.654878838	0.558269793	0	0.791863289	0.630836075	0.842032871	0.854203683	0.844903549	0.833323583	0.834657004	0.824289293	0.830990004	0.847900524	0.831544557	0.835531669	0.8147392	0.824404442	0.850395088	0.837122398	0.818494966	0.80660546	0.80380151	0.81568442	0.874546183	0.851764101	0.852327581	0.869288165	0.873155259	0.862765185	0.772647656	0.782327866	0.800086252	0.830274926	0.800040013	0.848710506	0.826733106	0.830866183	0.812871395	0.825153688	0.816188723	0.829927061	0.847920232	0.850279646	0.845309065	0.82453837	0.850748739	0.849173398	0.840702787	0.837813481	0.862077638	0.857364794	0.848203589	0.816186618	0.863854021	0.867428117	0.823764908	0.836011764	0.900663256	0.919446824	0.887012117	0.903956876	0.902658621
KA8	0.874675229	0.851268036	0.924294334	0.862126786	0.836632127	0.821501218	0.886993085	0.832222528	0.841624406	0.813819556	0.8445841	0.911313895	0.878019097	0.874808783	0.842903978	0.829339734	0.835001306	0.838569626	0.833325156	0.881220934	0.895694926	0.872533838	0.875347791	0.882114608	0.864659289	0.883117826	0.861640249	0.879300746	0.870883782	0.866755477	0.867196986	0.889995375	0.86353422	0.893518321	0.880553488	0.894009514	0.906379377	0.899161362	0.889751492	0.894881762	0.935400032	0.89669078	0.944919529	0.899655023	0.833076748	0.903388178	0.882763481	0.902494031	0.858351555	0.837213165	0.79965277	0.794690646	0.788055151	0.670645846	0.748270734	0.822526763	0.707943886	0.82676041	0.791863289	0	0.806284613	0.860156773	0.883254465	0.862785517	0.851512301	0.864110088	0.851555066	0.857864948	0.85889671	0.845334567	0.86741703	0.837786924	0.865905985	0.825060989	0.835674751	0.866683463	0.833225394	0.863910508	0.838674976	0.890246033	0.88809053	0.872133187	0.883365671	0.895616626	0.884014396	0.80565384	0.800610558	0.781852728	0.827324786	0.83181546	0.836987471	0.798586794	0.779532702	0.822712208	0.826150967	0.81405448	0.843899523	0.868317654	0.903765035	0.895362366	0.880290841	0.885271915	0.897142823	0.894002268	0.904585768	0.909096447	0.903557921	0.8659751	0.88364758	0.915863438	0.909027759	0.862420343	0.892117681	0.942595306	0.953296593	0.927954257	0.930422045	0.938339092
KA9	0.770595649	0.811812244	0.932947357	0.77726472	0.8122062	0.832532023	0.892674472	0.793621719	0.855475638	0.798175215	0.771378584	0.865115498	0.827999867	0.830889569	0.806412857	0.761233774	0.776606074	0.773651401	0.797767212	0.866153542	0.899613975	0.884853265	0.864840894	0.866071962	0.854098541	0.856994453	0.835429083	0.864719167	0.827681684	0.864729553	0.852796006	0.87483114	0.842044198	0.886702839	0.863816854	0.872897612	0.883962772	0.887725392	0.880445435	0.884386201	0.924295681	0.883344106	0.952581245	0.901290934	0.839136825	0.867934411	0.844477111	0.865698308	0.770018946	0.630742502	0.534071569	0.567312705	0.535300727	0.605000212	0.653241601	0.603929173	0.675969673	0.554179695	0.630836075	0.806284613	0	0.898543803	0.882315284	0.895949632	0.882362128	0.879480932	0.890923328	0.888998082	0.884696414	0.892318721	0.890148009	0.867789408	0.879372326	0.891754958	0.898969799	0.884867047	0.849812094	0.838463551	0.854350717	0.902231836	0.875175445	0.8865328	0.897963478	0.892197657	0.881868544	0.795122176	0.809644331	0.794179117	0.85016906	0.804236876	0.816174266	0.848265602	0.828788521	0.835299468	0.850398338	0.833373373	0.779389606	0.854914792	0.872683157	0.859046681	0.818650197	0.851383724	0.846830424	0.85263714	0.847330208	0.875583562	0.871761648	0.832409617	0.82423461	0.881212271	0.881534081	0.798434263	0.851303407	0.929268829	0.935034904	0.918663561	0.92407828	0.922837907
W10500-1	0.883335874	0.894810429	0.958489838	0.890735311	0.900941144	0.874055227	0.904967471	0.872991889	0.902808277	0.878418997	0.900956041	0.948478206	0.926484876	0.919483665	0.900991501	0.852886374	0.879525374	0.862591295	0.866048591	0.892358067	0.897334548	0.884233784	0.835834647	0.827174584	0.822320507	0.849486784	0.84654649	0.816702563	0.868660435	0.859790225	0.85031089	0.934215449	0.918795824	0.943819378	0.91937901	0.940615208	0.930168268	0.94532154	0.910745002	0.947052136	0.970564528	0.939087294	0.968762959	0.954041182	0.853984272	0.878118091	0.821695901	0.853841304	0.842432434	0.878545617	0.890713205	0.89001957	0.88501184	0.858766382	0.81504759	0.883626275	0.821770154	0.883717429	0.842032871	0.860156773	0.898543803	0	0.512819213	0.385208332	0.385607181	0.527592522	0.521136783	0.383310691	0.544586936	0.567307542	0.464311419	0.579157889	0.592438942	0.658778579	0.645070793	0.641083334	0.547975665	0.668932461	0.578493055	0.692928944	0.72410856	0.702977475	0.714966317	0.728988903	0.727653417	0.840331432	0.846024572	0.856691806	0.883978512	0.866902668	0.879332945	0.852088281	0.855253932	0.873058546	0.844236437	0.895703386	0.882631288	0.837922999	0.87183061	0.870701263	0.872885303	0.838902052	0.871870227	0.861216621	0.865601419	0.860616637	0.866301751	0.836775375	0.808514341	0.864167274	0.877718303	0.817748664	0.841763437	0.878462955	0.932108978	0.847877481	0.862651504	0.85827335
W10500-2	0.85367361	0.846776906	0.940020434	0.85327154	0.849330227	0.831015466	0.852615098	0.853431827	0.859689493	0.835442936	0.865410789	0.933748182	0.887488176	0.890151535	0.886727418	0.834038501	0.863467388	0.840494755	0.843453725	0.860908599	0.847165859	0.827824089	0.816931548	0.789383231	0.783502035	0.820343446	0.817270064	0.796759906	0.840946628	0.829176976	0.822149512	0.895246495	0.890282754	0.908286489	0.892228697	0.915961644	0.883601968	0.906623366	0.854516523	0.908877038	0.94057218	0.896860019	0.941484962	0.907253633	0.853365289	0.825189771	0.78443738	0.821739664	0.792262599	0.8883689	0.88675889	0.894407383	0.882717836	0.864169653	0.788957454	0.873695356	0.793305477	0.885231297	0.854203683	0.883254465	0.882315284	0.512819213	0	0.570413419	0.546051613	0.584445769	0.558020245	0.559984907	0.604457495	0.628057183	0.62203456	0.626530535	0.662839603	0.686525518	0.687351794	0.705558659	0.654125049	0.793734894	0.613230719	0.716402699	0.733281605	0.708414544	0.707754332	0.733933987	0.742798703	0.844837329	0.852832237	0.865107051	0.89312318	0.873850549	0.878098805	0.875904505	0.863725105	0.88027761	0.848629177	0.904379154	0.835976025	0.854535105	0.900066163	0.878034218	0.857462165	0.849009611	0.894046321	0.88032137	0.868094628	0.870119473	0.88398541	0.856934129	0.832062732	0.878818977	0.897645065	0.822277757	0.85357339	0.912295117	0.949407775	0.867875752	0.887528133	0.887679953
W10400-1	0.885254616	0.899683248	0.966654058	0.892955965	0.890140607	0.885025935	0.917051335	0.875759339	0.897729944	0.880990059	0.889138636	0.945050734	0.919307524	0.907678386	0.890806108	0.857354347	0.88299198	0.869119308	0.876622136	0.897455796	0.910360415	0.896688217	0.862973369	0.84537966	0.85065402	0.859754356	0.869077522	0.835678493	0.871641342	0.872578528	0.871173087	0.915926036	0.910041008	0.933940012	0.904689066	0.938704727	0.937584858	0.938222784	0.923701448	0.93492706	0.963756579	0.931864368	0.961487259	0.940352191	0.870175832	0.913197485	0.871282352	0.895969791	0.857060242	0.868616497	0.898711101	0.90006388	0.88117501	0.853742756	0.827408968	0.889054298	0.832472967	0.880844343	0.844903549	0.862785517	0.895949632	0.385208332	0.570413419	0	0.368121174	0.490365903	0.548548645	0.488006348	0.465159826	0.516936669	0.463371877	0.560081634	0.602071489	0.671862461	0.65903649	0.603562478	0.529737846	0.657660386	0.562499032	0.7021663	0.725061295	0.714881429	0.717712301	0.724904965	0.713785254	0.852668958	0.858136958	0.843436519	0.876457073	0.846392517	0.871010973	0.845459991	0.846451219	0.866938064	0.830150376	0.88492321	0.872531717	0.835763529	0.865052232	0.857540113	0.859880583	0.829955267	0.872615522	0.857225702	0.864755536	0.851510385	0.857229396	0.826247192	0.806011633	0.861678216	0.867766388	0.810385973	0.828722594	0.876261188	0.937440476	0.854711466	0.872876151	0.859455923
